Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
27,Lofa Tatupu*+,SEA,25,MLB,16,16,4,116,0,49,10,3,0,0,0,0,1.0,109,83,26,10,5,
28,Cedric Griffin,MIN,25,RCB,16,16,0,0,0,0,10,2,1,2,50,1,0.0,92,82,10,4,0,
29,Gerald Hayes,ARI,27,MLB,16,16,1,30,1,30,3,,,,,,4.0,98,82,16,7,4,
30,Barrett Ruud,TAM,24,MLB,15,15,2,7,0,5,3,4,0,3,3,0,0.0,113,82,31,5,2,
31,Calvin Pace,ARI,27,LLB,16,16,1,14,0,14,6,1,0,2,4,0,6.5,99,80,19,11,11,
32,Cortland Finnegan,TEN,23,RCB,16,16,1,14,0,14,13,1,0,0,0,0,1.0,95,79,16,3,1,
33,Sammy Knight,JAX,32,SS,16,15,4,31,0,15,11,1,0,0,0,0,0.0,93,79,14,4,0,
34,Richard Marshall,CAR,23,lcb,16,6,3,107,1,73,11,0,0,2,0,0,1.0,88,79,9,7,3,
35,Karlos Dansby,ARI,26,RLB,14,14,3,55,0,28,8,4,0,0,0,0,3.5,99,78,21,7,4,
36,Chad Greenway,MIN,24,RLB,16,16,2,39,1,37,4,2,1,4,0,0,0.0,105,78,27,4,3,
37,A.J. Hawk,GNB,23,RLB,16,16,1,10,0,10,4,1,0,1,0,0,1.0,105,78,27,5,3,
38,Thomas Howard,OAK,24,RLB,16,16,6,172,2,66,11,0,0,1,0,0,1.0,96,78,18,3,1,
39,Von Hutchins,HOU,26,FS/rcb,16,15,1,8,0,8,6,,,,,,0.5,95,78,17,0,1,
40,Marcus Trufant*,SEA,27,LCB,16,16,7,150,1,84,15,,,,,,0.0,85,78,7,2,0,
41,Gibril Wilson,NYG,26,FS,13,13,4,12,0,10,7,0,1,1,0,0,0.0,92,78,14,4,0,
42,Nate Clements,SFO,28,LCB,16,16,4,74,0,62,14,3,0,0,0,0,1.0,92,77,15,8,1,
43,Scott Fujita,NOR,28,LLB,15,15,0,0,0,0,2,1,0,2,0,0,3.0,95,77,18,6,3,
44,Chris Harris,CAR,25,SS,15,15,1,30,0,30,5,8,1,3,2,0,0.0,97,77,20,2,0,
45,Lawyer Milloy,ATL,34,SS,16,16,2,24,0,19,6,,,,,,0.0,91,77,14,3,4,
46,Leigh Bodden,CLE,26,RCB,16,16,6,75,0,26,15,0,1,3,0,0,0.0,88,76,12,0,0,
47,James Harrison*,PIT,29,ROLB,16,16,1,20,0,20,2,7,0,3,0,0,8.5,98,76,22,12,17,
48,Antonio Pierce,NYG,29,MLB,16,16,1,28,0,28,8,1,0,2,0,0,1.0,102,76,26,8,3,
49,Darrelle Revis,NYJ,22,LCB,16,16,3,20,0,19,17,0,0,1,0,0,0.0,88,76,12,0,2,
50,Roman Harper,NOR,25,SS,16,16,3,58,1,31,8,2,0,0,0,0,4.0,90,75,15,4,5,
51,Michael Huff,OAK,24,SS,16,16,1,4,0,4,10,1,0,1,0,0,1.0,87,75,12,3,1,
52,D'Qwell Jackson,CLE,24,RILB,14,13,1,1,0,1,3,0,0,1,0,0,1.0,101,75,26,3,1,
53,Bernard Pollard,KAN,23,SS,16,15,2,23,0,21,7,1,0,0,0,0,1.0,90,74,16,2,1,1
54,Matt Wilhelm,SDG,26,RILB,14,14,3,11,0,7,4,0,0,1,0,0,1.0,97,74,23,4,2,
55,Roy Williams*,DAL,27,SS,15,13,2,10,0,10,5,0,0,1,0,0,0.0,92,73,19,0,1,
56,Stephen Cooper,SDG,28,LILB,16,16,2,23,0,18,6,3,0,2,-1,0,2.0,107,72,35,5,3,
57,Bob Sanders*+,IND,26,SS,15,15,2,32,0,29,6,0,0,1,25,0,3.5,97,72,25,6,4,
58,Champ Bailey*,DEN,29,LCB,15,15,3,3,0,3,14,,,,,,0.0,84,71,13,5,1,
59,Thomas Davis,CAR,24,LLB,16,16,1,0,0,0,5,2,0,1,0,0,3.0,87,71,16,12,7,
60,Kelvin Hayden,IND,24,LCB,16,16,3,17,0,20,10,2,1,1,0,0,0.0,83,71,12,1,0,
61,Landon Johnson,CIN,26,MLB/rlb,16,16,0,0,0,0,4,0,0,2,34,1,1.0,109,71,38,4,4,
62,Eric Wright,CLE,22,LCB,14,13,1,0,0,0,11,,,,,,1.0,76,71,5,1,1,
63,Omar Gaither,PHI,23,MLB,16,16,1,49,0,49,9,1,0,0,0,0,0.0,102,70,32,4,3,
64,Jermaine Phillips,TAM,28,SS,15,15,4,2,0,2,7,3,0,0,0,0,1.0,83,70,13,1,2,
65,Ron Bartell,STL,25,LCB,16,12,2,10,0,9,9,2,0,1,7,0,1.0,74,69,5,3,2,
66,Marlin Jackson,IND,24,RCB,16,16,1,0,0,0,4,1,0,2,21,0,0.5,88,69,19,1,2,
67,Sean Jones,CLE,25,SS,16,16,5,37,0,26,10,1,0,0,0,0,0.5,96,69,27,3,4,
68,Rocky McIntosh,WAS,25,RLB,14,13,0,-4,0,-4,5,3,0,1,0,0,3.0,88,69,19,3,5,
69,Ike Taylor,PIT,27,LCB,16,16,3,56,1,51,16,1,0,1,0,0,1.0,80,69,11,1,1,
70,Keith Bulluck,TEN,30,RLB,16,16,5,63,0,35,7,1,1,1,2,0,0.0,88,68,20,4,3,
71,Clinton Hart,SDG,30,SS,16,16,5,73,0,22,9,0,0,1,0,0,1.0,85,68,17,5,1,
72,Dawan Landry,BAL,25,SS,16,16,0,0,0,0,6,,,,,,1.0,83,68,15,3,2,
73,Danieal Manning,CHI,25,FS,16,15,2,33,0,33,6,,,,,,0.0,79,68,11,2,0,
74,Nate Webster,DEN,30,LLB,16,13,0,0,0,0,1,1,0,1,17,1,0.0,88,68,20,9,0,
75,Donte Whitner,BUF,22,SS,15,15,1,29,0,29,1,1,0,0,0,0,0.0,89,68,21,4,0,
76,Terrence McGee,BUF,27,RCB,15,15,4,4,0,2,21,,,,,,0.0,77,67,10,2,0,
77,Charles Tillman,CHI,26,LCB,15,15,3,24,0,20,13,4,1,0,0,0,0.0,76,67,9,1,0,
78,O.J. Atogwe,STL,26,FS,16,16,8,125,1,52,12,0,0,1,0,0,0.0,75,66,9,1,1,
79,Atari Bigby,GNB,26,SS,16,16,5,50,0,22,9,3,0,0,0,0,0.0,86,66,20,2,0,
80,Hunter Hillenmeyer,CHI,27,LLB,16,14,0,0,0,0,1,0,0,1,0,0,0.0,79,66,13,4,4,
81,Josh Bullocks,NOR,24,FS,14,14,2,6,0,6,8,2,0,0,0,0,1.0,77,65,12,1,3,
82,James Farrior,PIT,32,LILB,16,16,1,0,0,0,8,2,0,0,0,0,6.5,96,65,31,9,15,
83,Deon Grant,SEA,28,SS,16,16,3,34,0,34,10,0,0,1,0,0,0.0,78,65,13,2,0,
84,C.C. Brown,HOU,24,SS,16,16,1,9,0,9,8,2,0,3,19,0,0.0,84,64,20,1,0,
85,Tedy Bruschi,NWE,34,RILB,16,16,0,0,0,0,2,,,,,,2.0,92,64,28,3,4,
86,Nick Harper,TEN,33,LCB,14,14,3,62,0,32,11,1,0,2,0,0,0.0,78,64,14,3,0,
87,Bradie James,DAL,26,LILB,16,16,,,,,,0,0,3,1,0,3.0,101,64,37,5,4,
88,Freddy Keiaho,IND,25,RLB,11,11,1,11,0,11,1,,,,,,0.5,81,64,17,5,3,
89,DeAngelo Hall,ATL,24,LCB,16,15,5,80,0,33,16,1,0,1,56,1,0.0,70,63,7,3,0,
90,LaRon Landry,WAS,23,SS,16,16,0,0,0,0,7,0,0,2,15,0,1.5,95,63,32,4,4,
91,Julian Peterson*,SEA,29,RLB,16,16,2,3,0,3,3,4,0,2,8,0,9.5,74,63,11,10,12,
92,Takeo Spikes,PHI,31,RLB,14,14,0,0,0,0,4,,,,,,1.0,85,63,22,5,2,
93,Demorrio Williams,ATL,27,RLB,16,16,2,3,0,8,2,,,,,,0.0,78,63,15,6,0,
94,Leon Williams,CLE,24,mlb,16,9,0,0,0,0,3,,,,,,4.0,85,63,22,5,6,
95,Corey Chavous,STL,31,SS,14,14,0,0,0,0,3,1,0,0,0,0,3.5,74,62,12,4,5,
96,Bart Scott,BAL,27,RILB,16,16,0,0,0,0,5,,,,,,1.0,93,62,31,8,7,
97,Sheldon Brown,PHI,28,RCB,16,16,3,3,0,3,14,1,0,0,0,0,0.0,68,61,7,1,0,
98,Ian Gold,DEN,29,RLB,14,14,1,6,0,6,5,1,0,2,0,0,2.0,72,61,11,4,3,
99,Terrence Holt,ARI,27,FS,16,16,,,,,,1,0,1,0,0,0.0,69,61,8,2,0,
100,Sam Madison,NYG,33,RCB,16,15,4,59,0,27,14,1,0,1,6,0,1.0,68,61,7,6,2,
101,Antoine Winfield,MIN,30,LCB,10,10,1,14,1,14,9,1,0,1,0,0,0.0,70,61,9,4,0,
102,Channing Crowder,MIA,24,LLB,11,10,,,,,,,,,,,0.5,77,60,17,4,3,
103,Mike Peterson,JAX,31,MLB,10,10,1,12,0,12,3,0,0,1,0,0,2.0,70,60,10,4,4,
104,Brian Russell,SEA,29,FS,16,16,1,0,0,0,6,0,0,1,0,0,1.0,68,60,8,2,1,
105,DeMarcus Ware*+,DAL,25,ROLB,16,16,0,0,0,0,3,4,0,0,0,0,14.0,84,60,24,17,26,
106,Gerald Alexander,DET,23,FS,16,16,2,70,0,36,6,0,0,2,0,0,2.0,81,59,22,2,2,
107,Fernando Bryant,DET,30,LCB,16,16,2,0,0,0,13,1,0,0,0,0,0.0,69,59,10,1,1,
108,Phillip Buchanon,TAM,27,RCB,16,13,3,22,0,19,10,1,1,0,0,0,0.0,61,59,2,1,0,
109,Travis Fisher,DET,28,RCB,16,13,2,25,0,13,5,,,,,,0.0,77,59,18,3,1,
110,Dhani Jones,CIN,29,RLB,14,9,0,0,0,0,3,2,0,0,0,0,1.0,90,59,31,5,2,
111,Kenoy Kennedy,DET,30,SS,16,15,2,45,0,38,5,2,0,1,0,0,0.0,88,59,29,2,0,
112,LeRoy Hill,SEA,25,LLB,14,14,0,0,0,0,4,3,0,1,20,1,3.0,81,58,23,6,5,
113,Ken Lucas,CAR,28,RCB,16,16,2,1,0,1,13,0,0,2,43,1,0.0,62,58,4,2,0,
114,Brandon McGowan,CHI,24,ss,14,9,2,5,0,5,3,1,1,1,0,0,0.0,68,58,10,0,0,
115,Adalius Thomas,NWE,30,LILB/rol,16,15,1,65,1,65,8,2,0,0,0,0,6.5,79,58,21,10,11,
116,Madieu Williams,CIN,26,FS,13,13,2,40,0,35,7,1,0,1,2,0,2.0,74,58,16,6,2,
117,Reggie Nelson,JAX,24,FS,16,15,5,76,0,37,11,2,1,0,0,0,1.0,62,57,5,1,1,
118,Joey Porter,MIA,30,RLB,16,15,2,19,0,14,5,1,0,0,0,0,5.5,66,57,9,11,9,
119,Junior Seau,NWE,38,LB,16,4,3,28,0,23,4,,,,,,3.5,73,57,16,9,6,
120,Shawn Springs,WAS,32,LCB,16,14,4,63,0,53,14,1,0,1,0,0,0.0,62,57,5,0,0,
121,Jared Allen*+,KAN,25,RDE,14,14,0,0,0,0,11,3,0,0,0,0,15.5,65,56,9,19,24,
122,Marques Douglas,SFO,30,RDE,16,16,0,0,0,0,3,,,,,,3.0,72,56,16,13,4,
123,Drayton Florence,SDG,27,RCB,16,10,2,4,0,4,10,0,0,1,7,0,0.0,62,56,6,3,0,
124,Kelly Gregg,BAL,31,NT,16,16,0,0,0,0,3,0,0,1,4,0,3.0,84,56,28,8,5,
125,Leon Hall,CIN,23,rcb,16,10,5,16,0,12,12,1,0,0,0,0,0.0,70,56,14,1,0,
126,Rodney Harrison,NWE,35,SS,12,11,1,2,0,2,7,,,,,,2.0,70,56,14,3,5,
127,Chris Houston,ATL,23,RCB,16,11,0,0,0,0,9,1,0,1,0,0,0.0,57,56,1,0,0,
128,Stuart Schweigert,OAK,26,FS,15,10,2,10,0,10,4,,,,,,0.0,68,56,12,1,0,
129,Mike Vrabel*+,NWE,32,LOLB,16,15,,,,,,4,0,0,0,0,12.5,77,56,21,9,17,
130,Jason Allen,MIA,24,SS,16,9,3,15,0,13,3,1,0,0,0,0,0.0,62,55,7,0,0,
131,Kenyon Coleman,NYJ,28,RDE,16,14,,,,,,,,,,,1.5,82,55,27,3,2,
132,Brian Williams,JAX,28,RCB,14,14,3,10,0,6,9,1,0,0,0,0,0.0,68,55,13,4,0,
133,David Barrett,NYJ,30,RCB,16,9,1,0,0,0,7,,,,,,0.0,63,54,9,1,0,
134,Fred Bennett,HOU,24,lcb,14,8,3,47,0,33,14,2,0,0,0,0,0.0,62,54,8,1,0,
135,Brandon Chillar,STL,25,LLB,15,15,0,0,0,0,3,3,0,1,0,0,2.5,67,54,13,7,8,
136,Quentin Jammer,SDG,28,LCB,15,14,1,0,0,0,10,0,0,2,0,0,0.0,61,54,7,0,0,
137,Rashean Mathis,JAX,27,LCB,14,14,1,23,0,23,6,1,0,0,0,0,0.0,59,54,5,2,0,
138,Shawne Merriman*,SDG,23,ROLB,15,15,0,0,0,0,6,2,0,2,0,0,12.5,68,54,14,19,20,
139,Quintin Mikell,PHI,27,fs/ss,14,11,1,20,0,20,5,1,1,1,0,0,1.0,75,54,21,4,2,
140,Kawika Mitchell,NYG,28,RLB,16,16,1,20,1,20,4,2,0,1,17,1,3.5,77,54,23,6,4,
141,Daryl Smith,JAX,25,RLB/mlb,15,15,0,0,0,0,4,0,0,2,77,1,1.5,71,54,17,6,3,
142,Adam Archuleta,CHI,30,SS,15,10,1,4,0,4,2,1,0,1,0,0,2.0,60,53,7,4,3,
143,Tanard Jackson,TAM,22,FS,16,16,2,26,0,26,13,1,0,3,16,0,0.0,56,53,3,0,0,
144,Michael Lehan,MIA,28,LCB,15,14,1,0,0,0,7,0,0,1,43,1,1.0,59,53,6,4,3,
145,Marcus McCauley,MIN,24,lcb,16,9,0,0,0,0,8,,,,,,0.0,63,53,10,2,0,
146,Adewale Ogunleye,CHI,30,LDE,16,16,0,0,0,0,3,6,0,3,14,0,9.0,58,53,5,15,18,
147,Shaun Phillips,SDG,26,LOLB,15,15,2,36,1,18,5,3,0,0,0,0,8.5,68,53,15,7,10,
148,Jacques Reeves,DAL,25,LCB,16,13,1,18,0,18,12,1,0,0,0,0,0.0,61,53,8,2,0,
149,Jordan Babineaux,SEA,25,DB,16,0,1,0,0,0,3,3,0,1,0,0,1.0,63,52,11,1,3,
150,Ellis Hobbs,NWE,24,RCB,16,16,1,0,0,0,12,1,1,1,35,1,1.0,64,52,12,1,0,
151,Ben Leber,MIN,29,LLB,16,10,1,0,0,0,4,2,0,1,10,0,5.0,67,52,15,10,10,
152,Kerry Rhodes,NYJ,25,SS,16,16,5,76,0,36,10,2,0,1,11,1,2.0,68,52,16,7,4,
153,Anthony Smith,PIT,24,FS,16,10,2,50,0,50,2,1,0,1,0,0,0.0,68,52,16,1,1,
154,Charles Woodson,GNB,31,LCB,14,14,4,48,1,46,9,0,1,2,57,1,0.0,63,52,11,3,0,
155,Jason Craft,NOR,31,DB,16,4,2,21,0,21,9,1,0,0,0,0,0.0,56,51,5,1,2,
156,Chris Crocker,ATL,27,FS,14,14,3,40,0,18,11,0,0,1,0,0,1.0,55,51,4,4,1,
157,Andra Davis,CLE,29,LILB,16,10,0,0,0,0,4,1,,,,,0.0,67,51,16,5,2,
158,Chris Gocong,PHI,24,LLB,16,12,0,0,0,0,1,,,,,,1.0,66,51,15,7,1,
159,Roderick Hood,ARI,26,LCB,16,16,5,196,2,71,21,,,,,,0.0,57,51,6,0,0,
160,Corey Ivy,BAL,30,RCB/lcb,16,13,1,22,0,22,12,1,0,1,0,0,3.0,57,51,6,4,4,
161,Cato June,TAM,28,LLB,16,14,1,0,0,0,4,1,1,0,4,0,0.0,74,51,23,4,0,
162,Patrick Kerney*+,SEA,31,LDE,16,16,1,0,0,0,2,5,0,0,0,0,14.5,63,51,12,16,26,
163,Antrel Rolle,ARI,25,rcb,16,8,5,231,3,57,10,,,,,,0.0,61,51,10,1,0,
164,James Sanders,NWE,24,FS/ss,15,15,2,43,0,42,5,1,0,1,0,0,0.0,70,51,19,2,0,
165,Terrell Suggs,BAL,25,ROLB,16,16,0,0,0,0,6,1,0,0,0,0,5.0,78,51,27,13,15,
166,Robert Thomas,OAK,27,LLB,14,10,,,,,,2,,,,,0.0,62,51,11,1,0,
167,Marlon McCree,SDG,30,FS,16,16,3,20,0,19,6,1,0,1,2,0,0.0,67,50,17,0,1,
168,Mark Simoneau,NOR,30,MLB,16,16,0,0,0,0,1,,,,,,2.0,70,50,20,3,1,
169,Derek Smith,SFO,32,LILB,15,14,1,4,0,4,4,0,0,1,-1,0,0.0,78,50,28,6,2,
170,Patrick Surtain,KAN,31,RCB,16,16,2,25,0,23,7,0,0,1,0,0,0.0,58,50,8,4,0,
171,Trent Cole*,PHI,25,RDE,16,16,0,0,0,0,2,4,0,1,0,0,12.5,70,49,21,17,18,
172,Michael Griffin,TEN,22,FS,16,10,3,3,0,3,7,1,1,0,0,0,0.0,64,49,15,3,4,
173,Kelly Jennings,SEA,25,RCB,16,15,0,0,0,0,12,0,0,2,13,0,0.0,55,49,6,1,0,
174,Johnathan Joseph,CIN,23,RCB/lcb,15,14,4,76,1,42,15,,,,,,0.0,62,49,13,2,0,
175,Mike Patterson,PHI,24,LDT,16,15,,,,,,1,0,1,12,0,4.0,66,49,17,4,6,
176,Darren Sharper*,MIN,32,SS,16,16,4,61,1,41,8,1,0,0,0,0,0.0,63,49,14,1,0,
177,Justin Smith,CIN,28,RDE,16,16,0,0,0,0,3,,,,,,2.0,78,49,29,3,9,
178,Will Allen,MIA,29,RCB,16,16,1,14,0,14,14,3,0,0,0,0,2.0,62,48,14,4,1,
179,Ronde Barber,TAM,32,LCB,16,16,2,32,1,29,14,1,1,2,33,1,1.0,58,48,10,1,1,
180,Chris Draft,STL,31,rlb,16,6,0,0,0,0,5,,,,,,1.0,58,48,10,6,2,
181,Jovan Haye,TAM,25,RDT,16,16,0,0,0,0,3,1,0,4,9,0,6.0,68,48,20,5,12,
182,Victor Hobson,NYJ,27,LOLB,16,14,0,0,0,0,3,0,0,2,0,0,2.0,62,48,14,2,10,
183,Aaron Kampman*,GNB,28,LDE,15,15,,,,,,1,0,1,0,0,12.0,64,48,16,15,26,
184,Deltha O'Neal,CIN,30,LCB,16,8,1,7,0,7,9,1,0,1,0,0,0.0,52,48,4,0,0,
185,Shaun Smith,CLE,26,LDE,15,11,0,0,0,0,3,1,0,0,0,0,2.0,62,48,14,4,3,
186,Justin Tuck,NYG,24,DE,16,2,0,0,0,0,1,1,0,0,0,0,10.0,65,48,17,16,21,
187,Kyle Vanden Bosch*,TEN,29,RDE,16,16,0,0,0,0,3,4,0,0,0,0,12.0,60,48,12,13,31,
188,Eric Barton,NYJ,30,RILB,16,15,1,1,0,1,2,,,,,,2.0,73,47,26,4,4,
189,Jason David,NOR,25,RCB,13,12,3,21,0,19,11,1,0,1,55,1,0.0,51,47,4,0,0,
190,Eric Green,ARI,25,RCB,11,11,0,0,0,0,8,,,,,,0.0,51,47,4,1,0,
191,Brodney Pool,CLE,23,FS,16,16,2,103,1,100,6,,,,,,0.0,58,47,11,2,2,
192,Lito Sheppard,PHI,26,LCB,11,11,2,25,0,16,5,,,,,,0.0,51,47,4,0,0,
193,Will Smith,NOR,26,RDE,16,16,0,0,0,0,3,2,0,3,0,0,7.0,66,47,19,12,19,1
194,Jason Taylor*,MIA,33,RDE,16,16,1,36,1,36,4,3,0,3,0,0,11.0,56,47,9,16,16,
195,Antoine Bethea*,IND,23,FS,13,13,4,47,0,30,8,,,,,,0.0,64,46,18,3,0,
196,Kevin Burnett,DAL,25,LB,16,2,0,0,0,0,2,1,,,,,0.0,53,46,7,2,4,
197,Deke Cooper,CAR,30,FS,16,15,3,19,0,19,4,1,0,0,0,0,0.0,59,46,13,0,1,
198,Larry Foote,PIT,27,RILB,16,16,1,14,0,14,5,3,0,0,0,0,3.0,85,46,39,5,4,
199,Tamba Hali,KAN,24,LDE,16,16,0,0,0,0,2,2,0,0,0,0,7.5,59,46,13,10,11,
200,Joselio Hanson,PHI,26,DB,16,4,0,0,0,0,3,0,0,1,0,0,1.0,53,46,7,3,1,
201,Walt Harris,SFO,33,RCB,15,15,4,42,0,23,13,1,0,0,0,0,0.0,58,46,12,3,1,
202,Calvin Lowry,TEN,24,fs/ss,16,11,2,18,0,17,10,,,,,,0.0,62,46,16,0,0,
203,John Lynch*,DEN,36,FS,13,12,0,0,0,0,3,,,,,,1.0,59,46,13,1,2,
204,Mark Roman,SFO,30,FS,16,16,0,0,0,0,4,0,0,3,44,0,0.0,61,46,15,0,2,
205,Michael Strahan,NYG,36,LDE,16,15,0,0,0,0,2,1,0,1,4,0,9.0,57,46,11,14,19,
206,James Butler,NYG,25,SS,13,12,1,0,0,0,7,0,0,1,4,0,0.0,61,45,16,2,1,
207,Tyrone Carter,PIT,31,ss,16,5,0,0,0,0,2,3,0,0,0,0,0.5,63,45,18,2,2,
208,Terry Cousin,JAX,32,DB,16,2,1,9,0,9,3,1,0,0,0,0,1.0,47,45,2,1,1,
209,Ken Hamlin*,DAL,26,FS,16,16,5,93,0,35,15,,,,,,0.0,62,45,17,1,0,
210,Daven Holly,CLE,25,lcb,15,6,0,0,0,0,8,1,0,1,3,0,0.0,48,45,3,0,0,
211,Mike McKenzie,NOR,31,LCB,15,15,3,161,2,75,17,,,,,,0.0,52,45,7,1,0,
212,Troy Polamalu*,PIT,26,SS,11,11,0,0,0,0,9,3,0,1,13,0,0.0,58,45,13,2,0,
213,Aaron Schobel*,BUF,30,RDE,16,16,0,0,0,0,5,5,0,1,0,0,6.5,57,45,12,7,15,
214,Dwight Smith,MIN,29,FS,14,13,4,112,1,93,9,1,0,0,0,0,0.0,52,45,7,2,1,
215,Deshea Townsend,PIT,32,RCB,16,16,2,44,0,23,16,,,,,,0.0,52,45,7,3,1,
216,Na'il Diggs,CAR,29,RLB,16,9,0,0,0,0,3,1,0,1,0,0,3.5,58,44,14,6,4,
217,James Hall,STL,30,RDE,15,15,0,0,0,0,1,,,,,,2.5,59,44,15,7,12,
218,Dexter Jackson,CIN,30,SS,14,14,2,7,0,7,3,1,0,2,19,0,0.5,72,44,28,3,4,
219,Jim Leonhard,BUF,25,fs,13,6,2,60,0,36,3,0,1,0,0,0,0.0,54,44,10,0,0,
220,Terence Newman*,DAL,29,RCB,13,11,4,129,1,70,12,1,1,0,0,0,0.0,50,44,6,1,0,
221,Haloti Ngata,BAL,23,RDE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,63,44,19,6,10,
222,Fred Smoot,WAS,28,RCB,13,11,1,47,0,47,10,,,,,,0.0,50,44,6,0,0,
223,Pat Williams*,MIN,35,LDT,16,16,0,0,0,0,3,0,0,2,1,0,2.0,64,44,20,12,3,
224,Cameron Worrell,MIA,28,fs,12,7,0,0,0,0,1,,,,,,0.0,56,44,12,0,0,
225,Fakhir Brown,STL,30,RCB,12,12,4,48,1,36,15,,,,,,0.0,47,43,4,1,0,
226,Darnell Dockett*,ARI,26,RDT,16,16,0,0,0,0,1,2,0,2,0,0,9.0,58,43,15,13,19,
227,Nick Ferguson,DEN,33,ss,12,7,0,0,0,0,1,1,0,2,0,0,0.0,55,43,12,2,0,
228,Jarrad Page,KAN,23,FS,16,16,3,37,0,37,7,1,0,1,0,0,0.0,59,43,16,0,0,
229,Derrick Pope,MIA,25,MLB,16,9,2,0,0,0,3,0,0,1,0,0,0.0,64,43,21,2,1,
230,Brady Poppinga,GNB,28,LLB,16,15,1,0,0,0,1,,,,,,0.0,50,43,7,3,2,
231,Asante Samuel*+,NWE,26,LCB,16,14,6,89,1,42,18,,,,,,0.0,46,43,3,0,0,
232,Scott Shanle,NOR,28,RLB,14,14,0,0,0,0,1,2,0,1,26,0,0.0,69,43,26,2,1,
233,Eric Weddle,SDG,22,DB,15,0,1,0,0,0,6,,,,,,1.0,54,43,11,3,3,
234,Mario Williams,HOU,22,RDE,16,16,0,0,0,0,1,2,0,1,38,1,14.0,59,43,16,14,17,
235,Andre Carter,WAS,28,RDE,16,16,0,0,0,0,2,4,0,1,0,0,10.5,54,42,12,11,21,1
236,Chris Gamble,CAR,24,LCB,15,12,1,2,0,2,6,1,0,1,0,0,0.0,47,42,5,1,0,
237,Jarret Johnson,BAL,26,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,2.0,58,42,16,8,9,
238,Clifton Ryan,STL,23,DT,16,0,,,,,,3,0,1,0,0,2.0,48,42,6,3,2,
